Len,Osc,Die,Vg,Vd,Id
13,30,100,-28.8,-15,0.000000571
13,30,100,-28.6,-15,0.000000567
13,30,100,-28.4,-15,0.000000562
13,30,100,-28.2,-15,0.000000557
13,30,100,-28,-15,0.000000553
13,30,100,-27.8,-15,0.000000548
13,30,100,-27.6,-15,0.000000543
13,30,100,-27.4,-15,0.000000539
13,30,100,-27.2,-15,0.000000534
13,30,100,-27,-15,0.000000529
13,30,100,-26.8,-15,0.000000524
13,30,100,-26.6,-15,0.00000052
13,30,100,-26.4,-15,0.000000515
13,30,100,-26.2,-15,0.00000051
13,30,100,-26,-15,0.000000506
13,30,100,-25.8,-15,0.000000501
13,30,100,-25.6,-15,0.000000496
13,30,100,-25.4,-15,0.000000492
13,30,100,-25.2,-15,0.000000487
13,30,100,-25,-15,0.000000482
13,30,100,-24.8,-15,0.000000478
13,30,100,-24.6,-15,0.000000473
13,30,100,-24.4,-15,0.000000468
13,30,100,-24.2,-15,0.000000463
13,30,100,-24,-15,0.000000459
13,30,100,-23.8,-15,0.000000454
13,30,100,-23.6,-15,0.000000449
13,30,100,-23.4,-15,0.000000445
13,30,100,-23.2,-15,0.00000044
13,30,100,-23,-15,0.000000435
13,30,100,-22.8,-15,0.000000431
13,30,100,-22.6,-15,0.000000426
13,30,100,-22.4,-15,0.000000421
13,30,100,-22.2,-15,0.000000416
13,30,100,-22,-15,0.000000412
13,30,100,-21.8,-15,0.000000407
13,30,100,-21.6,-15,0.000000402
13,30,100,-21.4,-15,0.000000398
13,30,100,-21.2,-15,0.000000393
13,30,100,-21,-15,0.000000388
13,30,100,-20.8,-15,0.000000383
13,30,100,-20.6,-15,0.000000379
13,30,100,-20.4,-15,0.000000374
13,30,100,-20.2,-15,0.000000369
13,30,100,-20,-15,0.000000364
13,30,100,-19.8,-15,0.00000036
13,30,100,-19.6,-15,0.000000355
